"Donohue";"D";"JDh";"@1950-1966";"Donohue";"Jack";"1912";"Un"
"Donoghue";"D";"MAD";"@1991";"Donoghue";"Mary Agnes";"";"Un"
"K.Donovan";"AD";"KgD";"@1963";"Donovan";"King";"1919";"Un"
"M.Donovan";"D";"MrD";"@1986-1989";"Donovan";"Martin";"[1]";"Un"
"Donskoi";"D";"MkD";"@1929-1973";"Donskoi";"Mark";"1897";"1980"
"Dorman";"D";"JDm";"@1998";"Dorman";"Joseph";"19xx";"199x"
"Dorrie";"D";"DDo";"@1980";"Dorrie";"Doris";"1955";"Un"
"G.Douglas";"WD";"GDo";"@1936-1977";"Douglas";"Gordon";"1909";"Un"
"K.Douglas";"AD";"KrD";"@1973";"Douglas";"Kirk";"1916";""
"R.Douglas";"D";"RtD";"@1963";"Douglas";"Robert";"";""
"Dowling";"D";"KDo";"@1995";"Dowling";"Kevin";"19xx";"Un"
"Dovzhenko";"WD";"AD";"@1929-1947";"Dovzhenko";"Alexandr";"1894";"1956"
"Downey";"D";"RbD";"@1980";"Downey";"Robert";"";"Un"
"A.C.Doyle";"B";"";"1900-1977";"Doyle";"Arthur Conan";"19xx";"Un"
"Drabo";"D";"AdD";"@1991";"Drabo";"Adama";"19xx";"Un"
"Drach";"D";"MiD";"@1974-1979";"Drach";"Michel";"";"Un"
"Dragojevic";"D";"SDv";"@1999";"Dragojevic";"Srdjan";"";"Un"
"Dragoti";"D";"SDr";"@1979-1984";"Dragoti";"Stan";"";"Un"
"Drazan";"D";"ADz";"@1991";"Drazan";"Anthony";"";"Un"
"Hans Dreier";"V";"";"1941-1951";"Dreier";"Hans";"19xx";"Un"
"Dreifuss";"WD";"ADr";"@1967";"Dreifuss";"Arthur";"";"Un"
"Dreville";"D";"xDr";"@1965";"Dréville";"gn";"19xx";"Un"
"Dreyer";"D";"CDr";"@1920-1964";"Dreyer";"Carl Theodor";"1889";"1968"
"Drilling";"D";"EDr";"@1998";"Drilling";"Eric";"";"Un"
"DuBroux";"D";"DDB";"@1997";"Dubroux";"Danielle";"";"199x"
"duChau";"D";"Fdu";"@1998";"Du Chau";"Frederik";"";"Un"
"Dudow";"D";"SlD";"@1930";"Dudow";"Slatan";"";"Un"
"Dugan";"D";"DDg";"@1996";"Dugan";"Dennis";"";"Un"
"Dugowson";"D";"MDw";"@1994";"Dugowson";"Martine";"19xx";"Un"
"Duigan";"WD";"IDu";"@1982";"Duigan";"John";"1951";"Un"
"Duffell";"D";"PDu";"@1971-1982";"Duffell";"Peter";"";"Un"
"B.Duke";"AD";"BDu";"@1991-1997";"Duke";"Bill";"";"Un"
"D.Duke";"D";"DDu";"@1973";"Duke";"Daryl";"";"Un"
"Dulac";"PD";"GD";"@1915-1930";"Saisset-Schneider";"Charlotte-E.G.";"1882";"1942"
"Dumont";"D";"BrD";"@1998";"Dumont";"Bruno";"";"Un"
"Duncan";"D";"PDc";"@1997";"Duncan";"Peter";"";"199x"
"Dunlap";"D";"RiD";"@1960";"Dunlap";"Richard";"";"Un"
"Dunn";"D";"GDu";"@1958";"Dunn";"Gilbert";"";"Un"
"Dominick Dunne";"PB";"";"@1970-1997";"Dunne";"Dominick";"1925";"199x"
"Liebling";"D";"RLn";"@1994";"Liebling";"Rachel";"19xx";"Un"
"Linwood Dunn";"V";"";"1933";"Dunn";"Linwood";"";"Un"
"Dunning";"MD";"GgD";"@1968";"Dunning";"George";"1998";"Un"
"G.Dunne";"PD";"GfD";"@1997";"Dunne";"Griffin";"";"Un"
"Ph.Dunne";"WDP";"PhD";"@1955-1966";"Dunne";"Philip";"1908";"Un"
"Dunye";"D";"CDu";"@1996";"Dunye";"Cheryl";"";"199x"
"Duparc";"D";"HDu";"@1988";"Duparc";"Henri";"19xx";"Un"
"Dupont";"WD";"EAD";"@1925";"Dupont";"E.A.";"";"Un"
"Durand";"D";"JDu";"@1912-1914";"Durand";"Jean";"19xx";"Un"
"Duras";"WD";"MDu";"";"Duras";"Marguerite";"1914";"Un"
"Duval";"D";"DnD";"@1976";"Duval";"Daniel";"";"199x"
"Duvall";"D";"RDu";"@1983-1997";"Duvall";"Robert";"1931";"199x"
"Duvivier";"D";"JuD";"@1919-1963";"Duvivier";"Julien";"1896";"1967"
"Dwan";"D";"ADw";"@1912-1961";"Dwan";"Alan";"1885";"1981"
"Carol Eastman";"W";"";"@1970";"Joyce";"Adrien";"19xx";"Un"
"Eastwood";"AD";"CEa";"@1977-1993";"Eastwood";"Clint";"1930";"Un"
"G.Eckman";"AD";"GEc";"@1912-1937";"Eckman";"Gösta";"1890";"1938"
"H.Eckman";"DAW";"HEc";"@1940-1964";"Eckman";"Hasse";"1915";"1938"
"Edel";"D";"UEd";"@1982-1992";"Edel";"Uli";"";"Un"
"Eddington";"P";"";"";"Eddington";"Samsom";"1896";"1983"
"Edgren";"D";"GuE";"@1935";"Edgren";"Gustav";"";"Un"
"Edison";"D";"ThE";"@1904";"Edison";"Thomas Alva";"1847";"1831"
"B.Edwards";"AWDP";"BE";"@1955-1990";"McEdwards";"William Blake";"1922";"Un"
"Buck Edwards";"P";"";"1972";"Edwards";"Buck";"";""
"G.Edwards";"D";"JGE";"@1915-1924";"Edwards";"J. Gordon";"";"Un"
"H.Edwards";"AD";"HeE";"@1932-1941";"Edwards";"Henry";"1882";"1952"
"W.Edwards";"PWD";"WEd";"@1969";"Edwards";"William";"";""
"Edzard";"PD";"CEd";"@1988-1992";"Edzard";"Christine";"[1]";"Un"
"Egoyan";"D";"AEy";"@1985-1995";"Egoyan";"Atom";"";"Un"
"Eichorn";"D";"FrE";"@1956";"Eichorn";"Franz";"19xx";"Un"
"Eisenstein";"DW";"SE";"@1924-1944";"Eisenstein";"Sergei";"1898";"1948"
"Eisner";"P";"";"y-1988";"Eisner";"Hal";"";"Un"
"Ek";"M";"MEk";"@1998";"Ek";"Matt";"";"Un"
"Elias";"D";"MEl";"@1994";"Elias";"Michael";"19xx";"Un"
"Ellen";"D";"DEl";"@1998";"Ellen";"Doug";"19xx";"199x"
"Elliott";"D";"StE";"@1998";"Elliott";"Stephan";"";"Un"
"B.Ellis";"D";"BEE";"@1987";"Ellis";"Bret Easton";"";"Un"
"D.Ellis";"D";"DRE";"@1996";"Ellis";"David R.";"";"Un"
"J.Ellis";"D";"";"@1987";"Ellis";"J";"";"Un"
"Elman";"D";"IrE";"@1958";"Elman";"Irving";"";"Un"
"Else";"D";"IEl";"@1990";"Else";"John";"19xx";"Un"
"Elvey";"D";"ME";"@1912-1956";"Folkard";"William (Maurice)";"1887";"1967"
"Emmerich";"D";"RlE";"@1992-1997";"Emmerich";"Roland";"1946";"Un"
"Enders";"D";"RoE";"@1978";"Enders";"Robert";"";"Un"
"Endfield";"D";"CyE";"@1951-1969";"Endfield";"Cy";"";"Un"
"Engel";"D";"xEn";"@1935";"Engel";"";"[1]";"Un"
"English";"D";"IEn";"@1935-1951";"English";"John";"1903";"Un"
"Englund";"PD";"GgE";"@1962";"Englund";"George";"";"Un"
"Enright";"ED";"REn";"@1927-1939";"Enright";"Ray";"1896";"1965"
"Enyedi";"D";"IlE";"@1990";"Enyedi";"Ildikô";"[1]";"Un"
"H.Ephron";"WP";"";"";"Ephron";"Henry";"1911";"1992"
"N.Ephron";"BWAD";"NoE";"@1992";"Ephron";"Nora";"";"Un"
"J.Epstein";"D";"JEp";"@1922-1947";"Epstein";"Jean";"1897";"1953"
"Julius Epstein";"WP";"";"1942-1972";"Epstein";"Julius J.";"1910";"1992+"
"M.Epstein";"DW";"MEp";"@1933-1938";"Epstein";"Marie";"1899";"Un"
"Philip Epstein";"W";"";"1941";"Epstein";"Philip G.";"1910";""
"R.Epstein";"DW";"REp";"@1984";"Epstein";"Robert";"";"Un"
"Erschbamer";"D";"GeE";"@1992";"Erschbamer";"Georg";"19xx";"Un"
"Erskine";"WPD";"ChE";"@1934-1959";"Erskine";"Chester";"1905";"Un"
"Essex";"D";"HEs";"@1953";"Essex";"Harry";"";"Un"
"Eszterhaz";"W";"id";"1997";"Eszterhaz";"Joe";"1945";"1998"
"Estevez";"D";"EmE";"@1990";"Estevez";"Emilio";"";"Un"
"Etaix";"WPD";"PEt";"@1961";"Etaix";"Pierre";"19xx";"199x"
"Eustache";"D";"JEu";"@1964-1973";"Eustache";"Jean";"[1]";"Un"
"Evans";"D";"DME";"@1993";"Evans";"David Mickey";"19xx";"Un"
"Eyres";"D";"IEy";"@1992";"Eyres";"John";"19xx";"Un"
"Faiman";"D";"PFa";"@1986";"Faiman";"Peter";"[1]";"Un"
"Fairbanks sr";"AP";"";"1922-1924";"Fairbanks";"Douglas sr";"";"Un"
"Fairbanks jr";"APW";"";"1947-1953";"Fairbanks";"Douglas jr";"";"Un"
"Fairchild";"D";"WiF";"@1955";"Fairchild";"William";"";"Un"
"Fairfax";"D";"FFf";"@1991";"Fairfax";"Ferdinand";"";"Un"
"Falconi";"D";"xFa";"@1948";"Falconi";"gn";"";"Un"
"Falena";"D";"UgF";"@1910-1911";"Falena";"Ugo";"19xx";"Un"
"Fanaka";"D";"JaF";"@1979";"Fanaka";"Jamaa";"";"Un"
"Fancher";"AWD";"HFa";"@1999";"Fancher";"Hampton";"1939";"Un"
"Fanck";"D";"ArF";"@1925";"Fanck";"Arnold";"";"Un"
"Fansten";"D";"JFs";"@1992";"Fansten";"Jaques";"19xx";"Un"
"Fargo";"D";"JFg";"@1976-1982";"Fargo";"James";"";"Un"
"Farrelly";"D";"PFr";"@1994-1998";"Farrelly";"Peter";"19xx";"Un"
"Farrow";"DP";"IFa";"@1937-1959";"Farrow";"John";"1904";"1963"
"Fassbinder";"DAWC";"RWF";"@1969-1979";"Fassbinder";"Rainer Werner";"1945";"1982"
"Favio";"D";"LFa";"@1964";"Favio";"Leonardo";"";"Un"
"Feist";"DW";"FeF";"@1928-1952";"Feist";"Felix E.";"1906";"1965"
"Charlie Feldman";"P";"";"1967";"Feldman";"Richard K.";"";"Un"
"Felter";"D";"JiF";"@1991";"Felter";"James M.";"";"Un"
"Fellini";"D";"FF";"@1954-1992";"Fellini";"Frederico";"1920";"1993"
"Ferrara";"D";"AbF";"@1981-1994";"Ferrara";"Abel";"";"Un"
"Ferren";"VD";"BmF";"@1988";"Ferren";"Bram";"";"Un"
"J.Ferrer";"AD";"JFe";"@1958";"Ferrer";"Jose";"";"Un"
"M.Ferrer";"AD";"MeF";"@1959";"Ferrer";"Mel";"";"Un"
"Ferreri";"D";"MFe";"@1956-1973";"Ferreri";"Marco";"1928";"1997"
"Ferrin";"WPD";"FFe";"@1953";"Ferrin";"Frank";"19xx";"Un"
"Ferris";"D";"CoF";"@1983";"Ferris";"Costas";"19xx";"Un"
"Feuillade";"D";"LFl";"@1908";"Feuillade";"Louis";"19xx";"Un"
"Fescourt";"D";"";"@1911";"Fescourt";"Henri";"19xx";"Un"
"Feyder";"ADW";"JqF";"@1916-1945";"Frederix";"Jaques";"1888";"1948"
"Field";"D";"CFd";"@1994";"Field";"Connie";"19xx";"Un"
"Figgis";"MDW";"MFi";"@1988-1996";"Figgis";"Mike";"";"Un"
"Finch";"D";"NFi";"@1995";"Finch";"Nigel";"";"199x"
"Fincher";"D";"DFi";"@1992-1997";"Fincher";"David";"1963";"Un"
"Finkleman";"DW";"KFi";"@1982";"Finkleman";"Ken";"[1]";"Un"
"Firstenberg";"D";"SFi";"@1981";"Firstenberg";"Sam";"";"Un"
"Fishman";"CWDP";"GFi";"@1989";"Fishman";"Billy";"";"199x"
"Fisk";"D";"JFi";"@1981";"Fisk";"Jack";"";"Un"
"Fitzgerald";"D";"TFg";"@1998";"Fitzgerald";"Thom";"";"Un"
"Fitzmaurice";"D";"GF";"@1919-1932";"Fitzmaurice";"George";"1885";"1941"
"Fischler";"D";"SvF";"@1983";"Fischler";"Steven";"19xx";"Un"
"Fisher";"ED";"TFi";"@1947-1973";"Fisher";"Terrence";"1904";"1980"
"Fiveson";"D";"RFi";"@1978";"Fiveson";"Robert S.td>";"199x";"Un"
"P.Flaherty";"D";"PaF";"@1994";"Flaherty";"Paul";"";""
"R.Flaherty";"CD";"RoF";"@1920-1948";"Flaherty";"Robert J.";"1884";"1951"
"Flaubert";"B";"";"";"Flaubert";"Guistine";"";""
"Fleder";"D";"GFl";"@1997";"Fleder";"Gary";"19xx";"199x"
"D.Fleischer";"D";"DFl";"@1939-1941";"Fleischer";"Dave";"";""
"M.Fleischer";"P";"";"@1939-1941";"Fleischer";"Max";"1889";"1972"
"R.Fleischer";"D";"RiF";"@1946-1984";"Fleischer";"Richard";"1916";"Un"
"Florentine";"D";"IsF";"@1990";"Florentine";"Isaac";"";"Un"
"A.Fleming";"D";"AFl";"@1994";"Fleming";"Arthur";"";""
"I.Fleming";"B";"";"1954=1999";"Fleming";"Ian Lancaster";"";""
"V.Fleming";"D";"VF";"@1920-1948";"Fleming";"Victor";"1883";"1949"
"Flender";"D";"RmF";"@1994";"Flender";"Rodman";"19xx";"Un"
"Florey";"DWAV";"RFl";"@1927-1964";"Florey";"Robert";"1900";"1979"
"Flood";"D";"JFl";"@1936";"Flood";"James";"[1]";"Un"
"J.Flynn";"D";"IFy";"@1976-1994";"Flynn";"John";"";"Un"
"T.Flynn";"D";"TFy";"@1993";"Flynn";"Tom";"";"Un"
"Foder";"WD";"LFo";"@1958";"Foder";"Ladislav";"";"Un"
"Fokkema";"D";"FFo";"@1990";"Fokkema";"Frouke";"";"Un"
"Foldes";"D";"LDF";"@1983";"Foldes";"Lawrence D.";"";"Un"
"J.Foley";"D";"JmF";"@1984-1992";"Foley";"James";"";"Un"
"M.Foley";"D";"MrF";"@1998";"Foley";"Maureen";"";"Un"
"Folsey";"C";"";"";"Folsey";"George";"";"Un"
"B.Forbes";"AWDP";"BFo";"@1961-1980";"Clarke";"John";"1926";"Un"
"Forcier";"D";"MAF";"@1985-1990";"Forcier";"Marc-Andre";"";"Un"
"A.Ford";"D";"AFo";"@1953";"Ford";"Aleksander";"";"Un"
"H.Ford";"D";"HuF";"@1919-1920";"Ford";"Hugh";"[1]";"Un"
"J.Ford";"D";"IF";"@1917-1966";"O'Fearna";"Sean (John)";"1895";"1973"
"E.Forde";"AD";"EuF";"@1933-1947";"Forde";"Eugene";"1898";"Un"
"W.Forde";"AD";"WaF";"@1928-1948";"Seymour";"Thomas (Walter)";"1896";"Un"
"Forman";"D";"MF";"@1964-1996";"Forman";"Milos";"1932";"Un"
"Forst";"AD";"WFo";"@1936-1939";"Frohs";"Willi";"1903";"Un"
"B.Forsyth";"D";"BiF";"@1982-1994";"Forsyth";"Bill";"";"Un"
"E.Forsyth";"D";"EFo";"@1975";"Forsyth";"Ed";"";"Un"
"Fortenberry";"D";"IFo";"@1998";"Fortenberry";"John";"";"Un"
"Fosco";"D";"PFo";"@1914";"Pastrone";"Giovanni (Piero)";"19xx";"Un"
"Fosse";"GDWP";"BF";"@1952-1983";"Fosse";"Bob";"1927";"1987"
"D.Foster";"P";"";"1972-1942";"Foster";"David";"";""
"J.Foster";"AD";"JoF";"@1991";"Foster";"Jodie";"1962";""
"L.R.Foster";"WD";"LRF";"@1948-1958";"Foster";"Lewis R.";"1899";"1974"
"N.Foster";"AD";"NF";"@1936-1965";"Foster";"Norman";"1900";"1976"
"Fowler";"D";"GFj";"@1955-1959";"Fowler";"Gene jr.";"";"Un"
"W.Fox";"D";"WFx";"@1942";"Fox";"W.";"";"Un"
"Frakes";"D";"JtF";"@1996";"Frakes";"Jonathan";"19xx";"199x"
"Francia";"D";"AlF";"@1968";"Francia";"Aldo";"";"Un"
"Franciolini";"D";"GiF";"@1952";"Franciolini";"Gianni";"";"Un"
"Francis";"CD";"FrF";"@1961-1974";"Francis";"Freddie";"1917";"Un"
"Francisci";"D";"PtF";"@1954-1959";"Francisci";"Pietro";"";"Un"
"Franco";"D";"JFr";"@1968-1970";"Franco";"Jesse (Jesus)";"[1]";"Un"
"Franju";"D";"GFr";"@1949-1965";"Franju";"Georges";"1912";"1987"
"Ch.Frank";"D";"CFr";"@1953";"Frank";"Charles";"";"Un"
"Frank";"WPD";"MFr";"@1950-1979";"Frank";"Melvin";"1917";"1988"
"Frankel";"DW";"DvF";"@1995";"Frankel";"David";"19xx";"Un"
"Frankenheimer";"DP";"IFr";"@1957-1982";"Frankenheimer";"John";"1930";"Un"
"C.Franklin";"AD";"CaF";"@1992";"Franklin";"Carl";"";"Un"
"Ch.Franklin";"D";"CMF";"@1932";"Franklin";"Chester M.";"";"Un"
"H.Franklin";"D";"HwF";"@1992";"Franklin";"Howard";"";"Un"
"R.Franklin";"D";"RFr";"@1981";"Franklin";"Richard";"";"Un"
"S.Franklin";"PD";"SFr";"@1916-1957";"Franklin";"Sidney";"1893";"1972"
"Fraser";"D";"HLF";"@1950";"Fraser";"Harry L.";"";"Un"
"Frawley";"D";"JsF";"@1976";"Frawley";"James";"";"Un"
"Frears";"D";"StF";"@1971-1993";"Frears";"Stephen";"1931";"Un"
"Freda";"D";"RcF";"@1946-1965";"Freda";"Riccardo";"1909";"Un"
"Freed";"MP";"";"1929-1950";"Freed";"Arthur";"";"Un"
"Freedman";"D";"JrF";"@1980";"Freedman";"Jerrold";"";"Un"
"Freeland";"CD";"ThF";"@1929-1949";"Freeland";"Thornton";"1898";"Un"
"Freeman";"D";"MoF";"@1993";"Freeman";"Morgan";"1970";"Un"
"Fregonese";"D";"HFr";"@1950-1953";"Fregonese";"Hugo";"1908";"Un"
"H.French";"APD";"HaF";"@1936-1955";"French";"Harold";"1897";"Un"
"L.French";"D";"LlF";"@1933";"French";"Lloyd";"";""
"Frend";"ED";"ChF";"@1942-1967";"Frend";"Charles";"1909";"1977"
"Freund";"CD";"KFr";"@1932";"Freund";"Karl";"";"Un"
"Freundlich";"WD";"BFr";"@1997";"Freundlich";"Bart";"";"Un"
"Fricke";"CD";"RnF";"@1986";"Fricke";"Ron";"19xx";"Un"
"Friedkin";"D";"WFr";"@1964-1980";"Friedkin";"William";"1939";"Un"
"Friedman";"D";"HoF";"@1990";"Friedman";"Howard";"";"Un"
"Friend";"D";"xFr";"@1970";"Friend";"fn";"";"Un"
"Frost";"D";"LFr";"@1962";"Frost";"Lee";"";"Un"
"Frohlich";"D";"xFl";"@1931";"Fröhlich";"gn";"";"Un"
"Froemke";"D";"SuF";"@1998";"Froemke";"Susan";"";"Un"
"Fruet";"D";"WlF";"@1981";"Fruet";"William";"";"Un"
"Frye";"WD";"EMF";"@1993";"Frye";"E. Max";"";"Un"
"Fucci";"D";"TAF";"@1988";"Fucci";"Thomas A.";"19xx";"Un"
"Fuest";"D";"RFu";"@1970-1976";"Fuest";"Robert";"";"Un"
"Fukasaku";"BA";"KFu";"@1968-1980";"Fukasakyu";"Kinjo";"";"Un"
"Fuller";"DPWA";"SaF";"@1949-1972";"Fuller";"Samuel";"1911";"1997"
"Fukuda";"D";"JuF";"@1966-1975";"Fukuda";"Jun";"";"Un"
"Funari";"D";"VFu";"@1999";"Funari";"Vicky";"";"Un"
"Anton Furst";"V";"";"1989";"Furst";"Anton";"";"1991"
"Furtlinger";"D";"xFu";"@1997";"Furtlinger";"fn1";"19xx";"199x"
"Furie";"D";"SJF";"@1957-1983";"Furie";"Sidney J.";"1933";"Un"
"Gabel";"D";"SGa";"@1997";"Gabel";"Shainee";"";"199x"
"Gad";"D";"UrG";"@1911";"Gad";"Urban";"19xx";"Un"
"Gage";"D";"IGg";"@1948";"Gage";"John";"";"Un"
"Gallo";"WDA";"VGa";"@1998";"Gallo";"Vincent";"";"Un"
"Gallone";"D";"CGl";"@1914-1962";"Gallone";"Carmine";"1886";"1973"
"Gallu";"D";"SaG";"@1967";"Gallu";"Samuel";"19xx";"Un"
"Rita Gam";"DP";"RtG";"@1990";"Gam";"Rita";"1940";"Un"
"Gance";"DA";"AG";"@1919-1937";"Gance";"Abel";"";"1981"
"Gabriel Garcia";"B";"";"1964-1991";"Garcia Marquez";"Gabriel";"";"Un"
"N.Garcia";"D";"NcG";"@1998";"Garcia";"Nicole";"";"Un"
"R.Garcia";"D";"RsG";"@1999";"Garcia";"Risa Bramon";"";"Un"
"Gardner";"D";"HGr";"@1976";"Gardner";"Herb";"";"Un"
"Gardos";"D";"PGa";"@1985";"Gardos";"Peter";"";"Un"
"Garfein";"D";"JGf";"@1961";"Garfein";"Jack";"";"Un"
"Garnett";"D";"TG";"@1928-1973";"Garnett";"Tay";"1895";"1977"
"Garrel";"D";"PhG";"@1993";"Garrel";"Phillip";"";"199x"
"Garrett";"D";"LGr";"@1980";"Garrett";"Lila";"";"Un"
"T.Garrett";"D";"TGr";"@1983";"Garrett";"Tony";"";"Un"
"Garris";"D";"MkG";"@1992";"Garris";"Mick";"";"Un"
"Gast";"D";"LoG";"@1974-1997";"Gast";"Leon";"";"199x"
"Gastyne";"D";"xGa";"@1929";"Gastyne";"gn";"[1]";"Un"
"Gaugh";"D";"HoG";"@1977";"Gaugh";"Homer";"19xx";"Un"
"Gaup";"AD";"NGp";"@1990";"Gaup";"Nils";"1955";"Un"
"Gaziadis";"D";"DGz";"@1929";"Gaziadis";"Dimitris";"19xx";"Un"
"Gazcon";"D";"GiG";"@1966";"Gazcon";"Gilberto";"";"Un"
"David Geffen";"X";"";"@191985-1994";"Geffen";"David";"19xx";"Un"
"Geller";"D";"DGl";"@1993";"Geller";"Dan";"19xx";"Un"
"Gemes";"D";"JzG";"@1994";"Gemes";"Jozsef";"19xx";"Un"
"Genet";"D";"JG";"@1950";"Genet";"Jean";"19xx";"Un"
"Genina";"D";"AGe";"@1923";"Genina";"Augusto";"19xx";"Un"
"George";"D";"BuG";"@1913-1915";"George";"Burton";"19xx";"Un"
"Georgiadis";"D";"VGg";"@1965";"Georgiadis";"Vassilis";"19xx";"Un"
"Gerima";"D";"HGe";"@1993";"Gerima";"Haile";"19xx";"Un"
"Gering";"DP";"MGe";"@1932-1950";"Gering";"Marion";"1901";"1977"
"Germi";"D";"PiG";"@1945-1973";"Germi";"Pietro";"1914";"1974"
"Gerrard";"D";"GeG";"@1931";"Gerrard";"Gene";"";"Un"
"George Gerhswin";"M";"";"@1937";"Gershwin";"George";"19xx";"1937"
"Ira Gershwin";"MW";"";"@1937";"Gershwin";"Ira";"19xx";"19xx"
"Gessner";"D";"NiG";"@1976";"Gessner";"Nicolas";"";"Un"
"Getin";"WD";"SiG";"@1987";"Getin";"Sinan";"19xx";"Un"
"Ghatak";"D";"RGt";"@1955-1965";"Ghatak";"Ritwiik";"19xx";"19yy"
"Ghose";"D";"GGh";"@1992-1994";"Ghose";"Goutam";"19xx";"Un"
"C.Gibbons";"DV";"CdG";"@1934";"Gibbons";"Cedric";"1915";"1951"
"D.Gibbons";"D";"";"";"Gibbons";"Duncan";"1952";"1993"
"J.Gibbons";"AWD";"JGb";"@1990";"Gibbons";"Joe";"";""
"A.Gibson";"D";"AlG";"@1969-1984";"Gibson";"Alan";"1938";"Un"
"B.Gibson";"D";"BrG";"@1986-1993";"Gibson";"Brian";"";"Un"
"M.Gibson";"AD";"MlG";"@1993-1995";"Gibson";"Mel";"";"Un"
"B.Gilbert";"D";"BGt";"@1995";"Bilbert";"Brian";"19xx";"Un"
"L.Gilbert";"APD";"LGt";"@1947-1991";"Gilbert";"Lewis";"1920";"Un"
"Giler";"D";"DGi";"@1975";"Giler";"David";"";"Un"
"Gillard";"D";"StG";"@1981";"Gillard";"Stuart";"";"Un"
"Gillespie";"D";"JiG";"@1997";"Gillespie";"Jim";"19xx";"199x"
"Gilliam";"WAD";"TGi";"@1975-1998";"Gilliam";"Terry";"1940";"199x"
"Gilliat";"WDP";"SGi";"@1943-1965";"Gilliat";"Sidney";"1908";"Un"
"Penelope Gilliatt";"BW";"";"";"Gilliatt";"Penelope";"1932";"1993"
"Gilling";"D";"IGi";"@1958-1960";"Gilling";"John";"1912";"Un"
"Gilroy";"D";"FDG";"@1978";"Gilroy";"Frank D.";"";"Un"
"Ginsberg";"D";"MMG";"@1973";"Ginsberg";"Milton Moses";"19xx";"Un"
"Gion";"D";"CGi";"@1981";"Gion";"Christian";"19xx";"Un"
"B.Girard";"D";"BGi";"@1962-1965";"Girard";"Bernard";"";"Un"
"F.Girard";"D";"FGd";"@1994";"Girard";"Francois";"";"Un"
"Girault";"D";"JGi";"@1963";"Girault";"Jean";"19xx";"Un"
"Girod";"D";"FGi";"@1978";"Girod";"Francis";"19xx";"Un"
"Girdler";"D";"WGi";"@1976-1978";"Girdler";"William";"[1]";"Un"
"Gisler";"DP";"MaG";"@1985";"Gisler";"Marcel";"19xx";"Un"
"Gitai";"D";"AGi";"@1999";"Gitaï";"Amos";"19xx";"19yy"
"Glaser";"D";"PMG";"@1987";"Glaser";"Paul Michael";"";"Un"
"Glassman";"D";"AGs";"@1993";"Glassman";"Arnold";"19xx";"Un"
"Glatter";"D";"LLG";"@1996";"Glatter";"Lesli Linka";"";"Un"
"Glatzer";"WD";"RGl";"@1994";"Glatzer";"Richard";"19xx";"Un"
"Glen";"D";"IG";"@1981-1989";"Glen";"John";"";"Un"
"Glenville";"D";"PeG";"@1954-1967";"Glenville";"Peter";"1913";"Un"
"Glickenhaus";"DW";"JGl";"@1980";"Glickenhaus";"James";"";"Un"
"Glickler";"PD";"PGl";"@1991";"Glickler";"Paul";"Un";"Ct"
"Glimcher";"PD";"AGl";"@1991";"Glimcher";"Arnold";"";"Un"
"Glowna";"D";"VGl";"@1992";"Glowna";"Vadim";"19xx";"Un"
"Goddard";"D";"JGd";"@1992";"Goddard";"Jim";"19xx";"Un"
"Godard";"DW";"JLG";"@1960-1980";"Godard";"Jean-Luc";"1930";"Un"
"Godfrey";"APD";"PGy";"@1939-1956";"Godfrey";"Peter";"1899";"1970"
"Golan";"DP";"MeG";"@1966-1979";"Golan";"Menahem";"1931";"Un"
"Gold";"D";"JGo";"@1968-1988";"Gold";"Jack";"1930";"Un"
"Goldbeck";"D";"WGo";"@1946";"Goldbeck";"Willis";"";"Un"
"Goldberg";"D";"GDG";"@1989";"Goldberg";"Gary David";"[1]";"Un"
"Goldfarb";"D";"LGG";"@1980";"Goldfarb";"Lawrence G.";"";"Un"
"B.Goldman";"W";"";"1975-1992";"Goldman";"Bo";"19xx";"199x"
"J.Goldman";"BW";"";"1968-1976";"Goldman";"James";"19xx";"199x"
"W.Goldman";"BW";"";"1968-1997";"Goldman";"William";"19xx";"199x"
"Goldsmith";"M";"";"1959-1963";"Goldsmith";"Jerry";"";"Un"
"Goldstone";"D";"JGs";"@1964-1980";"Goldstone";"James";"1931";"Un"
"S.Goldwyn";"P";"";"";"Goldfish";"Sam";"";""
"T.Goldwyn";"AD";"TGw";"@1999";"Goldwyn";"Toni";"";""
"Gonsalvi";"D";"AcG";"@1913";"Gonsalvi";"Achille";"19xx";"Un"
"Goodchild";"D";"xGc";"@1981";"Goodchild";"gn";"[1]";"Un"
"Goodwin";"D";"FrG";"@1991";"Goodwin";"Fred";"19xx";"Un"
"Goodwins";"D";"LeG";"@1938-1954";"Goodwins";"Leslie";"1899";"1669"
"Gopalakrishnan";"D";"AGo";"@1990";"Gopalakrishnan";"Adoor";"";"Un"
"B.Gordon";"D";"BIG";"@1972";"Gordon";"Bert I.";"";"Un"
"K.Gordon";"WD";"KeG";"@1992";"Gordon";"Keith";"";"Un"
"M.Gordon";"D";"MiG";"@1942-1970";"Gordon";"Michael";"1909";"Un"
"Rbt.Gordon";"D";"RbG";"@1955";"Gordon";"Robert";"";"Un"
"Rich.Gordon";"P";"";"1978";"Gordon";"Richard";"";"Un"
"S.Gordon";"D";"SGo";"@1981";"Gordon";"Steve";"";"Un"
"St.Gordon";"D";"SuG";"@1981-1994";"Gordon";"Stuart";"";"Un"
"Gordy";"D";"BeG";"@1976";"Gordy";"Berry";"";"Un"
