"SK26";"The Domino Killings";"GB";"WAS:USA";"The Domino Principle"
"SkT1";"What's Up, Tiger Lily";"USA";"WAS:Japan";"Kizino Kizi"
"SkT1";"What's Up, Tiger Lily";"USA";"WAS:USA";"What's Up Tiger Lily"
"SL37";"Death Trap";"USA";"WAS:USA";"Deathtrap"
"SlV10";"Eyes of Hell";"USA";"WAS:USA";"The Mask"
"SM1";"Whiskey Galore";"GB";"WAS:USA";"Tight Little Island"
"SR15";"The Unvanquished";"USA";"WAS:In";"Aparajito"
"SS11";"Twilight Zone - The Movie";"USA";"WAS:USA";"Twilight Zone"
"SR15";"The Unvanquished";"USA";"WAS:In";"Aparajito"
"SR36";"The Big City";"USA";"WAS: In";"Mahangar"
"StH15";"Smash-Up, the Story of A Woman";"full";"WAS:short";"Smash-Up"
"StH15";"A Woman Destroyed";"GB";"WAS:USA";"Smash-Up"
"TBr35";"The Hypnotist";"GB";"WAS:USA";"London After Midnight"
"TbH2";"Death Trap";"USA";"WAS:USA";"Eaten Alive"
"TFi9";"Horror of Dracula";"USA";"WAS:GB";"Dracula"
"TuB10";"Piano Piano Kiddo";"USA";"WAS:Tu";"Piano Piano Bacaksiz"
"VdS2";"The Children are Watching us";"USA";"WAS:Italy";"I Bambini ci Guardino"
"VdS4";"Shoeshine";"USA";"WAS:Italy";"Sciuscià"
"VdS8";"Stazione Termini";"Italy";"WAS:USA";"Indiscretion of an American Wife"
"VGu19";"The Creeping Unknown";"USA";"WAS:GB";"The Quatermass Experiment"
"VGu23";"Enemy from Space";"USA";"WAS:GB";"Quatermass II"
"VSj1";"The Broken Spring Rose";"USA";"WAS:Sw";"Tradgardsmastaren"
"VsP10";"Mother";"USa";"WAS: Ru";"Mat"
"WA5";"Guerre et Amour";"France";"WAS:USA";"Love and Death"
"WaF25";"Alias Bulldog Drummond";"USA";"WAS:GB";"Bulldog Jack"
"WHl10";"48 Hours";"GB";"WAS:USA";"48 Hrs."
"WiW20";"Der Himmel Über Berlin";"Germany";"WAS:USA";"Wings of Desire"
"WlB10";"Split Face";"GB";"WAS:USA";"Dick Tracy"
"WlD39";"Daniel Webster and The Devil";"USA";"WAS:USA";"All That Money Can Buy"
"WlD39";"Here is a Man";"USA";"WAS:USA";"All That Money Can Buy"
"WoP10";"The Boat";"USA";"WAS:Germany";"Das Boot"
"WRu10";"Berlin: Symphony of a Great City";"US";"WAS:Ge";"Berlin: die Symphonie einer Grossstadt"
"WvD58";"Indian Love Call";"TV";"WAS:USA";"Rose Marie"
"YAl10";"The Proud Ones";"USA";"WAS:Fr";"Les Orgeilleux"
"YYa1";"It's Tough to be a Man";"USA";"WAS:Jp";"Otoko wa Tsurayo"
